age,age_spouse,citizen,ethnicity,female,forborn,ftfy,hispanic,income_spouse,incwage,major,marrspp,metro,nchild,nchlt5,race,region,single,south,speakeng,years_usa,yrmarr
41,43,1,"White",1,0,0,0,85000,35000,"Health",1,1,2,0,"White","Northeast",0,0,1,41,1996
52,50,1,"Asian",1,1,0,0,120300,800,"Humanities",1,1,2,0,"Asian","Northeast",0,0,1,31,1990
32,38,0,"Asian",1,1,1,0,130000,78000,"Natural sciences",1,1,2,2,"Asian","Northeast",0,0,1,10,2006
40,43,1,"Hispanic",1,1,1,1,120000,95000,"Public service",1,1,3,1,"White","Northeast",0,0,1,32,2000
32,34,1,"White",1,0,1,0,45000,35000,"Social sciences",1,1,0,0,"White","Northeast",0,0,1,32,2006
47,48,1,"White",1,0,1,0,137000,178000,"Humanities",1,1,2,0,"White","Northeast",0,0,1,47,1995
51,,1,"White",1,0,1,0,,71000,"Education",0,1,1,0,"White","Northeast",0,0,1,51,1995
48,58,1,"White",1,0,0,0,56000,68000,"Health",1,1,2,0,"White","Northeast",0,0,1,48,1992
53,59,1,"Asian",1,1,1,0,70000,58000,"Natural sciences",1,1,0,0,"Asian","Northeast",0,0,1,17,1978
53,62,1,"White",0,0,1,0,101800,97000,"Social sciences",1,1,0,0,"White","Northeast",0,0,1,53,1987
41,40,1,"Asian",1,0,1,0,126000,130000,"Business",1,1,4,1,"Asian","Northeast",0,0,1,41,1997
40,41,1,"Asian",0,0,1,0,130280,126000,"Engineering",1,1,4,1,"Asian","Northeast",0,0,1,40,1997
35,,1,"White",0,0,1,0,,72000,"Business",0,1,0,0,"White","Northeast",1,0,1,35,0
34,,1,"White",1,0,1,0,,60000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,34,0
37,38,1,"White",0,0,1,0,0,160000,"Business",1,1,0,0,"White","Northeast",0,0,1,37,2005
48,48,1,"White",1,0,0,0,450000,49000,"Health",1,1,2,0,"White","Northeast",0,0,1,48,1993
41,,1,"White",1,1,1,0,,105000,"Engineering",0,1,1,0,"White","Northeast",0,0,1,17,1999
26,,1,"White",1,0,1,0,,23000,"Public service",0,1,0,0,"White","Northeast",1,0,1,26,0
26,,1,"White",0,0,1,0,,25000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,26,0
26,,1,"White",0,0,1,0,,100000,"Business",0,1,0,0,"White","Northeast",1,0,1,26,0
27,26,1,"White",1,0,1,0,56000,50000,"Business",1,1,0,0,"White","Northeast",0,0,1,27,2009
26,27,1,"White",0,0,1,0,50000,56000,"Engineering",1,1,0,0,"White","Northeast",0,0,1,26,2009
28,31,1,"White",1,0,1,0,500,58000,"Humanities",1,1,0,0,"White","Northeast",0,0,1,28,2010
43,39,1,"White",0,0,1,0,0,450000,"Social sciences",1,1,1,0,"White","Northeast",0,0,1,43,2000
29,29,1,"White",0,0,0,0,50000,30000,"Humanities",1,1,0,0,"White","Northeast",0,0,1,29,2010
45,42,1,"White",0,0,0,0,35000,10900,"Humanities",1,1,2,0,"White","Northeast",0,0,1,45,1987
31,31,1,"White",0,0,1,0,50000,78000,"Natural sciences",1,1,2,2,"White","Northeast",0,0,1,31,2006
29,,1,"White",1,0,1,0,,82000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,29,0
45,,1,"White",1,0,1,0,,60000,"Business",0,1,0,0,"White","Northeast",0,0,1,45,1986
45,44,1,"White",1,0,1,0,144000,80000,"Business",1,1,2,0,"White","Northeast",0,0,1,45,1992
52,53,1,"White",1,0,0,0,99500,21000,"Business",1,1,2,0,"White","Northeast",0,0,1,52,1983
34,,1,"White",0,0,0,0,,40000,"Engineering",0,1,0,0,"White","Northeast",1,0,1,34,0
38,,0,"Hispanic",0,1,0,1,,500,"Business",0,1,0,0,"White","Northeast",1,0,1,11,0
25,,0,"Asian",1,1,1,0,,30000,"Natural sciences",0,1,0,0,"Asian","Northeast",1,0,1,4,0
49,,1,"White",1,0,1,0,,30000,"Education",0,1,1,0,"White","Northeast",0,0,1,49,1987
54,,1,"White",1,0,1,0,,190000,"Humanities",0,1,0,0,"White","Northeast",0,0,1,54,1991
43,42,1,"White",0,0,1,0,37000,184000,"Engineering",1,1,2,1,"White","Northeast",0,0,1,43,2004
42,43,1,"White",1,0,0,0,186000,37000,"Humanities",1,1,2,1,"White","Northeast",0,0,1,42,2004
31,,1,"White",0,0,1,0,,62000,"Engineering",0,1,0,0,"White","Northeast",1,0,1,31,0
31,,1,"White",0,0,1,0,,45000,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,31,0
45,42,1,"White",0,0,1,0,36300,53000,"Other",1,1,2,0,"White","Northeast",0,0,1,45,1998
50,,1,"White",1,0,1,0,,60000,"Natural sciences",0,1,1,0,"White","Northeast",1,0,1,50,0
25,,1,"White",0,0,1,0,,60000,"Engineering",0,1,0,0,"White","Northeast",1,0,1,25,0
48,41,1,"White",0,0,1,0,38000,48000,"Engineering",1,1,0,0,"White","Northeast",0,0,1,48,1993
42,57,1,"White",1,0,1,0,85000,80000,"Humanities",1,1,0,0,"White","Northeast",0,0,1,42,1996
41,42,1,"White",1,0,0,0,113360,1400,"Humanities",1,1,2,2,"White","Northeast",0,0,1,41,2004
42,41,0,"White",0,1,1,0,1700,113000,"Engineering",1,1,2,2,"White","Northeast",0,0,1,7,2004
50,46,1,"White",0,0,1,0,14700,72000,"Business",1,1,0,0,"White","Northeast",0,0,1,50,2004
52,43,1,"White",0,0,1,0,0,105000,"Engineering",1,1,3,2,"White","Northeast",0,0,1,52,2004
39,36,1,"White",0,0,1,0,26000,52000,"Business",1,1,0,0,"White","Northeast",0,0,1,39,2010
35,34,1,"White",0,0,1,0,120000,90000,"Natural sciences",1,1,0,0,"White","Northeast",0,0,1,35,2005
25,,1,"White",0,0,1,0,,70000,"Business",0,1,0,0,"White","Northeast",1,0,1,25,0
44,46,1,"White",0,0,1,0,20000,105000,"Engineering",1,1,2,0,"White","Northeast",0,0,1,44,1994
47,,1,"White",0,0,1,0,,50000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,47,0
44,54,1,"White",1,0,0,0,95000,60000,"Humanities",1,1,2,0,"White","Northeast",0,0,1,44,1994
54,44,1,"White",0,0,0,0,61200,95000,"Social sciences",1,1,2,0,"White","Northeast",0,0,1,54,1994
54,69,0,"White",1,1,1,0,8700,40000,"Social sciences",1,0,0,0,"White","Northeast",0,0,1,25,1986
44,43,1,"White",0,0,1,0,6000,450000,"Social sciences",1,1,3,0,"White","Northeast",0,0,1,44,1994
43,44,1,"White",1,0,0,0,452000,6000,"Social sciences",1,1,3,0,"White","Northeast",0,0,1,43,1994
52,51,1,"Asian",0,1,0,0,68000,3600,"Social sciences",1,1,1,0,"Asian","Northeast",0,0,1,41,1986
51,52,1,"Asian",1,1,1,0,3600,68000,"Health",1,1,1,0,"Asian","Northeast",0,0,1,39,1986
28,,1,"White",0,0,1,0,,52000,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,28,0
29,,1,"White",1,0,1,0,,46000,"Public service",0,1,0,0,"White","Northeast",1,0,1,29,0
26,,1,"Hispanic",1,1,1,1,,41300,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,24,0
32,30,1,"White",1,0,1,0,50000,72000,"Social sciences",1,1,0,0,"White","Northeast",0,0,1,32,2011
50,50,1,"White",1,0,0,0,450000,30000,"Public service",1,1,2,0,"White","Northeast",0,0,1,50,1991
50,50,1,"White",0,0,1,0,30000,450000,"Business",1,1,2,0,"White","Northeast",0,0,1,50,1991
47,51,1,"White",0,0,1,0,70020,102000,"Engineering",1,0,0,0,"White","Northeast",0,0,1,47,2009
42,,0,"Black",0,1,1,0,,45000,"Business",0,1,0,0,"Black","Northeast",0,0,1,19,1997
47,46,1,"White",0,0,1,0,0,30000,"Social sciences",1,1,2,0,"White","Northeast",0,0,1,47,1996
35,32,0,"Asian",0,1,1,0,57200,90000,"Engineering",1,1,1,1,"Asian","Northeast",0,0,1,7,2003
30,32,1,"White",0,0,1,0,19900,49000,"Natural sciences",1,1,1,1,"White","Northeast",0,0,1,30,2009
48,,1,"White",1,0,1,0,,200000,"Business",0,1,0,0,"White","Northeast",1,0,1,48,0
26,24,1,"White",0,0,1,0,61230,67000,"Business",1,1,0,0,"White","Northeast",0,0,1,26,2006
45,45,1,"White",1,0,1,0,105300,65000,"Business",1,1,2,0,"White","Northeast",0,0,1,45,1989
27,,1,"White",1,0,1,0,,43000,"Business",0,1,0,0,"White","Northeast",1,0,1,27,0
53,54,1,"White",1,0,1,0,43500,100000,"Humanities",1,1,2,0,"White","Northeast",0,0,1,53,1987
39,37,1,"White",0,0,1,0,0,250000,"Social sciences",1,1,3,2,"White","Northeast",0,0,1,39,2001
53,54,1,"White",1,0,0,0,145100,48000,"Humanities",1,1,1,0,"White","Northeast",0,0,1,53,1981
54,53,1,"White",0,0,1,0,48000,145000,"Natural sciences",1,1,1,0,"White","Northeast",0,0,1,54,1981
25,,1,"White",1,0,0,0,,6300,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,25,0
29,,1,"Hispanic",1,0,1,1,,32000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,29,0
34,,1,"White",0,0,1,0,,150000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,34,0
34,,0,"Asian",0,1,1,0,,83000,"Business",0,1,0,0,"Asian","Northeast",1,0,1,9,0
33,33,1,"White",0,0,1,0,35000,145000,"Business",1,1,0,0,"White","Northeast",0,0,1,33,2005
33,33,1,"White",1,0,1,0,148000,35000,"Education",1,1,0,0,"White","Northeast",0,0,1,33,2005
54,,1,"White",0,0,0,0,,1400,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,54,0
43,37,1,"White",0,0,1,0,26000,75000,"Engineering",1,1,2,0,"White","Northeast",0,0,1,43,1996
52,54,1,"White",1,0,0,0,120000,1100,"Humanities",1,0,0,0,"White","Northeast",0,0,1,52,1985
54,52,1,"White",0,0,1,0,1100,120000,"Business",1,0,0,0,"White","Northeast",0,0,1,54,1985
25,,1,"White",0,0,0,0,,19500,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,25,0
38,37,1,"White",1,0,0,0,45000,60000,"Social sciences",1,1,2,1,"White","Northeast",0,0,1,38,2001
29,,1,"White",1,0,1,0,,40000,"Social sciences",0,0,1,1,"White","Northeast",1,0,1,29,0
33,,1,"Hispanic",1,1,1,1,,38900,"Natural sciences",0,1,0,0,"Asian","Northeast",0,0,1,13,2010
35,34,1,"White",0,0,1,0,0,180000,"Social sciences",1,1,3,2,"White","Northeast",0,0,1,35,1999
49,46,1,"White",0,0,0,0,100000,50000,"Business",1,1,2,1,"White","Northeast",0,0,1,49,2001
40,,1,"White",1,0,1,0,,77000,"Education",0,1,1,1,"White","Northeast",1,0,1,40,0
30,,1,"White",1,0,0,0,,5300,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,30,0
45,41,1,"White",0,0,1,0,0,155000,"Education",1,1,2,0,"White","Northeast",0,0,1,45,1994
45,,1,"White",1,0,1,0,,79000,"Education",0,1,0,0,"White","Northeast",1,0,1,45,0
33,,0,"Other",1,1,0,0,,1500,"Business",0,1,0,0,"Other","Northeast",1,0,1,0,0
47,48,1,"White",1,0,0,0,54000,13100,"Business",1,1,1,0,"White","Northeast",0,0,1,47,1987
38,,1,"White",1,0,1,0,,57000,"Business",0,1,0,0,"White","Northeast",1,0,1,38,0
26,24,0,"White",0,1,0,0,43000,6000,"Public service",1,1,0,0,"White","Northeast",0,0,1,2,2010
54,,1,"White",0,0,1,0,,58000,"Social sciences",0,1,0,0,"White","Northeast",0,0,1,54,1984
27,,0,"White",0,1,0,0,,24000,"Natural sciences",0,1,0,0,"White","Northeast",0,0,1,0,2009
54,,1,"White",1,0,1,0,,141000,"Health",0,1,0,0,"White","Northeast",1,0,1,54,0
51,,1,"White",0,0,1,0,,150000,"Humanities",0,0,0,0,"White","Northeast",1,0,1,51,0
31,,1,"White",0,1,0,0,,29000,"Technical",0,1,0,0,"White","Northeast",0,0,1,30,2006
51,,1,"White",0,0,0,0,,4800,"Business",0,1,0,0,"White","Northeast",1,0,1,51,0
25,,1,"White",0,0,1,0,,45000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,25,0
41,41,1,"White",1,0,0,0,64000,8000,"Humanities",1,1,2,0,"White","Northeast",0,0,1,41,1993
32,30,1,"Hispanic",0,0,1,1,41000,62000,"Engineering",1,1,0,0,"White","Northeast",0,0,1,32,2003
33,,1,"White",0,0,1,0,,56000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,33,0
33,34,1,"Asian",1,1,1,0,83000,90000,"Engineering",1,1,0,0,"Asian","Northeast",0,0,1,23,2009
54,,1,"White",1,0,0,0,,25700,"Social sciences",0,0,0,0,"White","Northeast",0,0,1,54,1983
27,,1,"White",1,0,1,0,,54000,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,27,0
28,,1,"White",1,0,0,0,,7000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,28,0
38,40,1,"White",1,0,0,0,50000,85000,"Health",1,0,2,0,"White","Northeast",0,0,1,38,1999
49,50,1,"White",1,0,0,0,65010,30000,"Business",1,1,1,0,"White","Northeast",0,0,1,49,2001
50,49,1,"White",0,0,1,0,30010,65000,"Humanities",1,1,1,0,"White","Northeast",0,0,1,50,2001
50,50,1,"White",0,0,0,0,74000,4200,"Other",1,1,0,0,"White","Northeast",0,0,1,50,2007
29,,1,"White",1,0,1,0,,34200,"Humanities",0,1,0,0,"White","Northeast",1,0,1,29,0
52,61,1,"White",1,0,1,0,125000,60000,"Health",1,1,2,0,"White","Northeast",0,0,1,52,1976
50,53,1,"White",1,0,1,0,114000,35000,"Humanities",1,1,2,0,"White","Northeast",0,0,1,50,1986
53,50,1,"White",0,0,1,0,35000,114000,"Engineering",1,1,2,0,"White","Northeast",0,0,1,53,1986
32,,1,"White",1,0,1,0,,35000,"Business",0,0,1,0,"White","Northeast",0,0,1,32,2004
28,,1,"White",1,0,0,0,,24800,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,28,0
52,57,1,"White",1,0,1,0,140000,37700,"Business",1,1,2,0,"White","Northeast",0,0,1,52,1990
51,,1,"Asian",0,1,1,0,,125000,"Engineering",0,1,0,0,"Asian","Northeast",1,0,1,43,0
50,,1,"White",1,0,0,0,,24200,"Education",0,1,0,0,"White","Northeast",1,0,1,50,0
43,,1,"White",1,0,1,0,,41000,"Education",0,0,0,0,"White","Northeast",0,0,1,43,2003
46,41,1,"White",1,0,1,0,18700,52000,"Business",1,1,1,0,"White","Northeast",0,0,1,46,2001
45,,1,"White",0,0,1,0,,80000,"Humanities",0,1,0,0,"White","Northeast",0,0,1,45,1990
47,,1,"White",0,0,1,0,,106000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,47,0
29,30,1,"White",1,0,1,0,82000,160000,"Social sciences",1,1,0,0,"White","Northeast",0,0,1,29,2007
26,,1,"White",0,0,1,0,,25000,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,26,0
45,51,1,"White",1,0,1,0,38000,50000,"Social sciences",1,0,0,0,"White","Northeast",0,0,1,45,2004
34,28,1,"White",1,0,0,0,30000,17000,"Humanities",1,1,1,1,"White","Northeast",0,0,1,34,2009
32,33,1,"White",1,0,0,0,90100,49000,"Business",1,0,1,1,"White","Northeast",0,0,1,32,2009
50,55,0,"Hispanic",1,1,1,1,151200,40000,"Natural sciences",1,1,1,0,"White","Northeast",0,0,1,3,2008
33,33,1,"White",0,0,1,0,200000,120000,"Business",1,1,1,1,"White","Northeast",0,0,1,33,2009
45,42,1,"White",0,0,1,0,59000,100000,"Engineering",1,1,2,0,"White","Northeast",0,0,1,45,1996
30,,1,"White",0,0,0,0,,3500,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,30,0
31,32,1,"White",1,0,1,0,40000,48000,"Education",1,1,0,0,"White","Northeast",0,0,1,31,2010
44,40,1,"White",0,0,1,0,31000,98000,"Business",1,0,4,1,"White","Northeast",0,0,1,44,1993
40,44,1,"White",1,0,0,0,98000,31000,"Humanities",1,0,4,1,"White","Northeast",0,0,1,40,1993
42,35,1,"White",1,0,0,0,107000,68000,"Education",1,1,0,0,"White","Northeast",0,0,1,42,2008
43,43,1,"White",1,0,1,0,70800,121000,"Business",1,1,2,0,"White","Northeast",0,0,1,43,1999
43,43,1,"White",0,0,1,0,122100,76000,"Social sciences",1,1,2,0,"White","Northeast",0,0,1,43,1999
31,,0,"Hispanic",0,1,0,1,,25000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,2,0
52,,1,"White",1,0,1,0,,68000,"Education",0,1,0,0,"White","Northeast",0,0,1,52,1982
50,56,1,"White",0,0,1,0,57500,92000,"Engineering",1,1,0,0,"White","Northeast",0,0,1,50,1993
52,53,1,"White",1,0,0,0,86500,30000,"Education",1,1,3,0,"White","Northeast",0,0,1,52,1995
26,,1,"White",1,0,1,0,,58000,"Engineering",0,1,0,0,"White","Northeast",1,0,1,26,0
26,,1,"White",1,0,1,0,,40600,"Business",0,1,0,0,"White","Northeast",1,0,1,26,0
25,,1,"White",1,0,0,0,,14500,"Humanities",0,1,0,0,"White","Northeast",1,0,1,25,0
54,,1,"White",0,0,1,0,,135000,"Engineering",0,1,0,0,"White","Northeast",0,0,1,54,1989
54,,1,"White",1,0,0,0,,200,"Education",0,1,2,0,"White","Northeast",0,0,1,54,1993
32,,1,"White",1,0,1,0,,70000,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,32,0
27,,1,"White",1,0,0,0,,36000,"Business",0,1,0,0,"White","Northeast",1,0,1,27,0
38,34,1,"White",0,0,1,0,15000,75000,"Humanities",1,0,2,2,"White","Northeast",0,0,1,38,2005
32,,1,"Black",1,1,1,0,,52000,"Humanities",0,1,0,0,"Black","Northeast",1,0,1,19,0
33,27,1,"Black",0,1,1,0,19000,36100,"Business",1,1,0,0,"Black","Northeast",0,0,1,16,2006
51,,1,"White",1,1,1,0,,44100,"Engineering",0,1,1,0,"White","Northeast",0,0,1,23,1984
26,,1,"White",1,1,0,0,,40800,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,23,0
51,48,1,"White",0,0,1,0,44010,120000,"Engineering",1,1,2,0,"White","Northeast",0,0,1,51,1986
48,51,1,"White",1,0,1,0,120010,44000,"Social sciences",1,1,2,0,"White","Northeast",0,0,1,48,1986
35,41,0,"Asian",1,1,1,0,85640,125000,"Engineering",1,1,2,1,"Asian","Northeast",0,0,1,14,1997
36,,1,"White",0,0,1,0,,52000,"Business",0,0,0,0,"White","Northeast",1,0,1,36,0
37,37,1,"White",0,0,1,0,40000,45000,"Public service",1,0,2,0,"White","Midwest",0,0,1,37,1997
30,29,1,"White",1,0,1,0,39000,13500,"Social sciences",1,0,1,1,"White","Midwest",0,0,1,30,2009
36,36,1,"White",0,0,1,0,0,134000,"Business",1,1,2,2,"White","Midwest",0,0,1,36,1999
52,53,1,"White",1,0,1,0,86000,45000,"Business",1,1,0,0,"White","Midwest",0,0,1,52,1981
53,52,1,"White",0,0,1,0,46000,85000,"Other",1,1,0,0,"White","Midwest",0,0,1,53,1981
38,,1,"White",0,0,1,0,,28000,"Engineering",0,0,0,0,"White","Midwest",1,0,1,38,0
38,40,1,"White",0,0,1,0,72000,35000,"Engineering",1,1,2,1,"White","Midwest",0,0,1,38,1996
33,,1,"White",1,0,1,0,,40000,"Business",0,1,0,0,"White","Midwest",1,0,1,33,0
51,49,1,"White",0,0,1,0,37000,150000,"Engineering",1,1,0,0,"White","Midwest",0,0,1,51,1982
54,55,1,"White",1,0,0,0,50000,18000,"Business",1,1,1,0,"White","Midwest",0,0,1,54,1982
41,42,1,"Hispanic",1,0,1,1,150000,50000,"Social sciences",1,1,0,0,"White","Midwest",0,0,1,41,1998
52,53,1,"White",0,0,1,0,85000,150000,"Health",1,1,1,0,"White","Midwest",0,0,1,52,1981
53,52,1,"White",1,0,1,0,150000,85000,"Health",1,1,1,0,"White","Midwest",0,0,1,53,1981
46,,1,"White",0,0,1,0,,54000,"Health",0,0,2,0,"White","Midwest",1,0,1,46,0
46,46,1,"White",1,0,1,0,34000,52000,"Health",1,1,4,0,"White","Midwest",0,0,1,46,1990
38,,1,"White",0,0,0,0,,4600,"Engineering",0,1,0,0,"White","Midwest",1,0,1,38,0
42,39,1,"White",1,0,1,0,37500,55000,"Engineering",1,1,2,0,"White","Midwest",0,0,1,42,1996
53,,1,"White",0,0,1,0,,49000,"Engineering",0,0,0,0,"White","Midwest",0,0,1,53,1983
53,48,0,"White",1,1,1,0,56000,41400,"Humanities",1,1,0,0,"White","Midwest",0,0,1,11,2000
41,,1,"White",1,0,1,0,,80000,"Humanities",0,1,1,0,"White","Midwest",1,0,1,41,0
37,38,1,"White",1,0,0,0,10500,3300,"Other",1,0,2,1,"White","Midwest",0,0,1,37,1999
41,43,1,"White",0,0,1,0,0,100000,"Business",1,1,3,0,"White","Midwest",0,0,1,41,1996
36,,1,"White",1,0,1,0,,20000,"Business",0,0,1,0,"White","Midwest",1,0,1,36,0
53,57,1,"White",0,0,1,0,0,51000,"Public service",1,1,0,0,"White","Midwest",0,0,1,53,2004
38,,1,"White",1,0,1,0,,37000,"Public service",0,1,0,0,"White","Midwest",1,0,1,38,0
38,,1,"White",1,0,1,0,,37600,"Humanities",0,1,0,0,"White","Midwest",1,0,1,38,0
35,34,1,"Hispanic",0,0,1,1,318000,60000,"Business",1,1,2,2,"White","Midwest",0,0,1,35,2006
30,31,1,"Asian",0,1,0,0,1500,50000,"Engineering",1,0,0,0,"Asian","Midwest",0,0,1,15,2009
31,30,1,"Asian",1,0,0,0,50000,1500,"Humanities",1,0,0,0,"Asian","Midwest",0,0,1,31,2009
33,30,1,"White",0,0,1,0,45050,50000,"Health",1,0,1,1,"White","Midwest",0,0,1,33,2006
47,47,1,"White",0,0,1,0,48000,85000,"Business",1,0,0,0,"White","Midwest",0,0,1,47,1992
32,36,1,"White",0,0,1,0,35000,75000,"Other",1,1,2,2,"White","Midwest",0,0,1,32,2006
53,,1,"White",1,0,1,0,,42000,"Health",0,1,0,0,"White","Midwest",0,0,1,53,1979
39,31,1,"Black",0,0,0,0,21000,17000,"Education",1,1,3,1,"Black","Midwest",0,0,1,39,2004
47,52,1,"White",1,0,1,0,142000,69000,"Natural sciences",1,1,1,0,"White","Midwest",0,0,1,47,1983
33,32,1,"White",0,0,1,0,27000,65000,"Business",1,1,3,1,"White","Midwest",0,0,1,33,1998
48,44,1,"White",1,0,1,0,86000,72000,"Natural sciences",1,0,0,0,"White","Midwest",0,0,1,48,1993
54,,1,"Black",1,0,1,0,,77000,"Business",0,0,0,0,"Black","Midwest",1,0,1,54,0
35,36,1,"White",0,0,1,0,65000,75000,"Business",1,0,1,0,"White","Midwest",0,0,1,35,1999
34,,1,"White",0,0,1,0,,19000,"Humanities",0,1,1,0,"White","Midwest",0,0,1,34,2004
51,54,1,"White",1,0,1,0,21600,56000,"Health",1,1,1,0,"White","Midwest",0,0,1,51,1981
41,42,1,"White",0,0,1,0,10000,318000,"Business",1,1,3,0,"White","Midwest",0,0,1,41,1999
42,41,1,"White",1,0,0,0,318000,10000,"Business",1,1,3,0,"White","Midwest",0,0,1,42,1999
32,28,1,"White",1,0,1,0,35000,73000,"Humanities",1,1,0,0,"White","Midwest",0,0,1,32,2009
38,36,1,"White",0,0,1,0,84050,42700,"Education",1,0,3,1,"White","Midwest",0,0,1,38,2000
53,53,1,"White",1,0,1,0,80000,25000,"Engineering",1,0,2,0,"White","Midwest",0,0,1,53,1978
47,44,1,"White",0,0,1,0,38000,26000,"Public service",1,0,2,0,"White","Midwest",0,0,1,47,1987
27,28,1,"White",1,0,1,0,24000,34000,"Humanities",1,1,0,0,"White","Midwest",0,0,1,27,2009
26,,1,"White",0,0,1,0,,52000,"Engineering",0,1,0,0,"White","Midwest",1,0,1,26,0
52,58,1,"White",1,0,0,0,95000,10000,"Social sciences",1,1,2,0,"White","Midwest",0,0,1,52,1984
32,,1,"White",1,0,1,0,,33000,"Engineering",0,0,0,0,"White","Midwest",1,0,1,32,0
29,31,1,"White",1,0,1,0,52000,125000,"Social sciences",1,1,0,0,"White","Midwest",0,0,1,29,2009
34,,1,"White",1,0,0,0,,8000,"Education",0,0,0,0,"White","Midwest",1,0,1,34,0
52,,1,"White",1,0,0,0,,26400,"Humanities",0,1,0,0,"White","Midwest",1,0,1,52,0
38,35,1,"White",1,0,1,0,16350,21000,"Education",1,1,2,0,"White","Midwest",0,0,1,38,1999
39,,1,"White",0,0,1,0,,75000,"Public service",0,1,0,0,"White","Midwest",1,0,1,39,0
39,37,1,"White",1,0,1,0,95000,90000,"Social sciences",1,1,3,1,"White","Midwest",0,0,1,39,1995
49,47,1,"White",0,0,1,0,41000,67000,"Engineering",1,0,0,0,"White","Midwest",0,0,1,49,1985
52,45,1,"White",0,0,1,0,0,73000,"Business",1,0,1,0,"White","Midwest",0,0,1,52,2006
41,42,1,"White",1,0,1,0,70000,29000,"Other",1,1,3,0,"White","Midwest",0,0,1,41,1994
42,41,1,"White",0,0,1,0,29000,70000,"Business",1,1,3,0,"White","Midwest",0,0,1,42,1994
54,54,1,"White",0,0,0,0,105000,55000,"Public service",1,1,2,0,"White","Midwest",0,0,1,54,1976
39,,1,"Black",1,0,1,0,,38000,"Business",0,1,1,0,"Black","Midwest",1,0,1,39,0
47,46,1,"White",0,0,1,0,70000,318000,"Engineering",1,1,2,0,"White","Midwest",0,0,1,47,1991
48,,1,"White",0,0,1,0,,60000,"Business",0,0,0,0,"White","Midwest",0,0,1,48,1986
27,,0,"Asian",0,1,1,0,,81000,"Health",0,1,0,0,"Asian","Midwest",0,0,1,4,2011
28,,0,"Asian",0,1,1,0,,85000,"Health",0,1,0,0,"Asian","Midwest",1,0,1,5,0
40,34,1,"White",0,0,1,0,25000,145000,"Engineering",1,1,0,0,"White","Midwest",0,0,1,40,2011
41,,1,"White",0,0,1,0,,45000,"Engineering",0,1,0,0,"White","Midwest",1,0,1,41,0
36,43,1,"White",1,0,1,0,36000,42000,"Social sciences",1,1,3,0,"White","Midwest",0,0,1,36,1997
35,35,1,"White",0,0,1,0,0,28000,"Public service",1,1,1,1,"White","Midwest",0,0,1,35,2007
40,46,1,"White",0,0,1,0,80000,95000,"Business",1,1,2,0,"White","Midwest",0,0,1,40,1997
46,40,1,"White",1,0,1,0,95000,80000,"Business",1,1,2,0,"White","Midwest",0,0,1,46,1997
49,,1,"White",0,0,1,0,,75000,"Engineering",0,1,0,0,"White","Midwest",0,0,1,49,1980
50,,1,"White",1,0,1,0,,57000,"Other",0,0,0,0,"White","Midwest",0,0,1,50,1992
25,,1,"White",0,0,1,0,,50000,"Education",0,1,0,0,"White","Midwest",1,0,1,25,0
42,39,1,"White",0,0,1,0,50000,105000,"Engineering",1,1,2,1,"White","Midwest",0,0,1,42,2003
28,,1,"White",1,0,1,0,,36000,"Natural sciences",0,0,0,0,"White","Midwest",1,0,1,28,0
27,28,1,"White",1,0,1,0,35000,30000,"Social sciences",1,1,0,0,"White","Midwest",0,0,1,27,2009
28,,1,"White",1,0,1,0,,21000,"Public service",0,0,2,1,"White","Midwest",1,0,1,28,0
47,47,1,"White",0,0,1,0,75000,58000,"Humanities",1,1,0,0,"White","Midwest",0,0,1,47,1994
44,48,1,"White",1,0,1,0,31000,43000,"Humanities",1,1,2,0,"White","Midwest",0,0,1,44,1996
32,33,1,"White",1,0,1,0,20600,54000,"Business",1,1,1,1,"White","Midwest",0,0,1,32,2007
45,40,1,"White",1,0,1,0,72500,32000,"Humanities",1,1,0,0,"White","Midwest",0,0,1,45,2000
37,38,1,"White",0,0,1,0,38000,65000,"Other",1,1,2,0,"White","Midwest",0,0,1,37,2000
